-0.40726296E+02		4.30482e-08	4.37034e-08	4.33431e-08	4.49341e-08	4.27624e-08	4.27737e-08	4.28779e-08	4.30876e-08	4.36407e-08	4.44843e-08	4.32976e-08	4.30535e-08	4.31473e-08	4.36858e-08	4.34008e-08	4.32798e-08	4.35263e-08	4.33057e-08	4.37323e-08	4.36148e-08	4.33408e-08	4.3215e-08	4.25573e-08	4.39254e-08	4.60602e-08	4.27674e-08	4.36317e-08	4.30062e-08	4.24177e-08	4.49864e-08	4.31642e-08	4.39819e-08	4.37251e-08	4.28833e-08	4.26355e-08	4.3463e-08	4.30628e-08	4.50434e-08	4.28011e-08	4.37297e-08	4.47221e-08	4.28291e-08	4.18368e-08	4.35313e-08	4.35167e-08	4.28288e-08	4.35405e-08	4.40938e-08	4.29087e-08
-0.40635592E+02		4.31865e-08	4.38429e-08	4.34833e-08	4.50826e-08	4.28992e-08	4.29104e-08	4.30155e-08	4.3226e-08	4.37825e-08	4.46312e-08	4.34365e-08	4.31913e-08	4.32854e-08	4.38275e-08	4.35394e-08	4.34193e-08	4.36678e-08	4.34459e-08	4.38737e-08	4.37551e-08	4.34803e-08	4.33541e-08	4.26948e-08	4.40679e-08	4.62116e-08	4.2905e-08	4.37733e-08	4.31444e-08	4.25537e-08	4.51354e-08	4.33027e-08	4.41252e-08	4.38674e-08	4.30223e-08	4.27725e-08	4.36025e-08	4.32024e-08	4.51888e-08	4.2939e-08	4.38707e-08	4.48675e-08	4.29679e-08	4.19702e-08	4.36716e-08	4.36568e-08	4.29678e-08	4.36811e-08	4.42392e-08	4.30462e-08
-0.40544887E+02		4.33254e-08	4.3983e-08	4.36243e-08	4.52318e-08	4.30367e-08	4.30477e-08	4.31537e-08	4.33651e-08	4.39251e-08	4.47788e-08	4.35761e-08	4.33298e-08	4.34242e-08	4.397e-08	4.36786e-08	4.35595e-08	4.381e-08	4.35867e-08	4.40158e-08	4.3896e-08	4.36206e-08	4.34938e-08	4.28331e-08	4.42112e-08	4.63637e-08	4.30433e-08	4.39155e-08	4.32833e-08	4.26904e-08	4.52852e-08	4.34418e-08	4.42692e-08	4.40103e-08	4.3162e-08	4.29101e-08	4.37427e-08	4.33428e-08	4.53349e-08	4.30775e-08	4.40125e-08	4.50137e-08	4.31074e-08	4.21043e-08	4.38127e-08	4.37977e-08	4.31074e-08	4.38225e-08	4.43853e-08	4.31844e-08
-0.40454183E+02		4.34651e-08	4.41239e-08	4.37659e-08	4.53818e-08	4.31749e-08	4.31856e-08	4.32926e-08	4.35049e-08	4.40684e-08	4.49271e-08	4.37163e-08	4.34689e-08	4.35637e-08	4.41131e-08	4.38185e-08	4.37005e-08	4.39529e-08	4.37283e-08	4.41586e-08	4.40377e-08	4.37616e-08	4.36343e-08	4.2972e-08	4.43551e-08	4.65166e-08	4.31823e-08	4.40585e-08	4.34229e-08	4.28278e-08	4.54357e-08	4.35816e-08	4.4414e-08	4.4154e-08	4.33024e-08	4.30485e-08	4.38836e-08	4.34838e-08	4.54818e-08	4.32168e-08	4.4155e-08	4.51606e-08	4.32475e-08	4.2239e-08	4.39545e-08	4.39392e-08	4.32478e-08	4.39646e-08	4.45322e-08	4.33233e-08
-0.40363479E+02		4.36054e-08	4.42654e-08	4.39083e-08	4.55325e-08	4.33137e-08	4.33243e-08	4.34322e-08	4.36454e-08	4.42124e-08	4.50762e-08	4.38572e-08	4.36088e-08	4.37039e-08	4.4257e-08	4.39591e-08	4.38421e-08	4.40966e-08	4.38705e-08	4.43022e-08	4.418e-08	4.39033e-08	4.37755e-08	4.31117e-08	4.44998e-08	4.66703e-08	4.3322e-08	4.42022e-08	4.35631e-08	4.29658e-08	4.5587e-08	4.37222e-08	4.45595e-08	4.42984e-08	4.34434e-08	4.31875e-08	4.40252e-08	4.36255e-08	4.56293e-08	4.33567e-08	4.42982e-08	4.53082e-08	4.33884e-08	4.23744e-08	4.40969e-08	4.40814e-08	4.33888e-08	4.41074e-08	4.46798e-08	4.34629e-08
-0.40272775E+02		4.37465e-08	4.44077e-08	4.40514e-08	4.56841e-08	4.34533e-08	4.34637e-08	4.35725e-08	4.37866e-08	4.43571e-08	4.52261e-08	4.39989e-08	4.37493e-08	4.38448e-08	4.44015e-08	4.41003e-08	4.39844e-08	4.42409e-08	4.40135e-08	4.44464e-08	4.43231e-08	4.40457e-08	4.39173e-08	4.3252e-08	4.46451e-08	4.68247e-08	4.34624e-08	4.43466e-08	4.37041e-08	4.31046e-08	4.57391e-08	4.38634e-08	4.47058e-08	4.44435e-08	4.35852e-08	4.33272e-08	4.41675e-08	4.3768e-08	4.57777e-08	4.34973e-08	4.44421e-08	4.54566e-08	4.353e-08	4.25104e-08	4.42401e-08	4.42243e-08	4.35306e-08	4.42509e-08	4.48282e-08	4.36032e-08
-0.40182071E+02		4.38882e-08	4.45507e-08	4.41952e-08	4.58364e-08	4.35935e-08	4.36037e-08	4.37135e-08	4.39285e-08	4.45026e-08	4.53768e-08	4.41412e-08	4.38906e-08	4.39864e-08	4.45469e-08	4.42423e-08	4.41275e-08	4.4386e-08	4.41572e-08	4.45914e-08	4.44669e-08	4.41888e-08	4.40599e-08	4.33931e-08	4.47913e-08	4.698e-08	4.36035e-08	4.44917e-08	4.38458e-08	4.3244e-08	4.5892e-08	4.40053e-08	4.48528e-08	4.45894e-08	4.37277e-08	4.34676e-08	4.43105e-08	4.39112e-08	4.59267e-08	4.36387e-08	4.45868e-08	4.56058e-08	4.36723e-08	4.26472e-08	4.4384e-08	4.4368e-08	4.36731e-08	4.43951e-08	4.49773e-08	4.37442e-08
-0.40091367E+02		4.40306e-08	4.46943e-08	4.43397e-08	4.59895e-08	4.37345e-08	4.37445e-08	4.38552e-08	4.40711e-08	4.46488e-08	4.55282e-08	4.42843e-08	4.40325e-08	4.41287e-08	4.46929e-08	4.4385e-08	4.42712e-08	4.45319e-08	4.43016e-08	4.47371e-08	4.46113e-08	4.43326e-08	4.42032e-08	4.35348e-08	4.49381e-08	4.7136e-08	4.37453e-08	4.46376e-08	4.39882e-08	4.33841e-08	4.60457e-08	4.4148e-08	4.50005e-08	4.4736e-08	4.3871e-08	4.36087e-08	4.44542e-08	4.40551e-08	4.60765e-08	4.37807e-08	4.47321e-08	4.57557e-08	4.38153e-08	4.27846e-08	4.45286e-08	4.45124e-08	4.38163e-08	4.45401e-08	4.51272e-08	4.38858e-08
-0.40000662E+02		4.41738e-08	4.48387e-08	4.4485e-08	4.61434e-08	4.38761e-08	4.38859e-08	4.39976e-08	4.42144e-08	4.47957e-08	4.56804e-08	4.44281e-08	4.41752e-08	4.42717e-08	4.48397e-08	4.45284e-08	4.44157e-08	4.46785e-08	4.44467e-08	4.48835e-08	4.47566e-08	4.44772e-08	4.43472e-08	4.36773e-08	4.50857e-08	4.72929e-08	4.38878e-08	4.47842e-08	4.41313e-08	4.35249e-08	4.62002e-08	4.42913e-08	4.5149e-08	4.48834e-08	4.40149e-08	4.37505e-08	4.45987e-08	4.41997e-08	4.62271e-08	4.39234e-08	4.48782e-08	4.59063e-08	4.39591e-08	4.29226e-08	4.4674e-08	4.46575e-08	4.39602e-08	4.46858e-08	4.52779e-08	4.40282e-08
-0.39909958E+02		4.43177e-08	4.49838e-08	4.4631e-08	4.62981e-08	4.40185e-08	4.4028e-08	4.41408e-08	4.43584e-08	4.49434e-08	4.58335e-08	4.45725e-08	4.43185e-08	4.44154e-08	4.49872e-08	4.46725e-08	4.45609e-08	4.48258e-08	4.45926e-08	4.50307e-08	4.49025e-08	4.46225e-08	4.44919e-08	4.38205e-08	4.52341e-08	4.74505e-08	4.4031e-08	4.49315e-08	4.42751e-08	4.36664e-08	4.63555e-08	4.44354e-08	4.52983e-08	4.50315e-08	4.41596e-08	4.3893e-08	4.47439e-08	4.43451e-08	4.63784e-08	4.40669e-08	4.50251e-08	4.60577e-08	4.41036e-08	4.30614e-08	4.48201e-08	4.48033e-08	4.41049e-08	4.48322e-08	4.54294e-08	4.41713e-08
